id,name,source,prescription_required,retail_price,discounted_price,manufacturer,quantity,packaging_form,salts
source_6-76057,Dolowin Spas Strip Of 10 Tablets,source_6,True,119.67,105.31,micro labs,10 Tablet(s) in Strip,STRIP,Drotaverine(80.0 Mg) + Aceclofenac(100.0 Mg)
source_3-2162,DOLOWIN SPAS TAB 1X10,source_3,True,119.0,101.15,micro labs ltd,10,Strip,ACECLOFENAC 100 MG+DROTAVERINE 80 MG
source_2-39808,Dolowin Spas Tablet,source_2,True,130.0,106.6,micro labs ltd,,,"Drotaverine 80mg,Aceclofenac 100mg"
source_1-65311,Dolowin Spas Tablet 10's,source_1,True,130.0,114.4,micro labs ltd,10,Strip | Tablet,ACECLOFENAC-100MG + DROTAVERINE-80MG
source_6-76058,Dolowin Sr 200mg Strip Of 10 Tablets,source_6,True,86.0,75.68,micro labs,10 Tablet(s) in Strip,STRIP,Aceclofenac(200.0 Mg)
source_2-39809,Dolowin-SR Tablet,source_2,True,72.0,59.04,micro labs ltd,,,Aceclofenac 200mg
source_1-65312,Dolowin SR Tablet 10's,source_1,True,94.0,82.7,micro labs ltd,10,Strip | Tablet,ACECLOFENAC-200MG
source_2-39810,Dolowin T 50mg/500mg Tablet,source_2,True,45.0,36.9,national chemical & pharmaceuticals works pvt ltd,,,"Tramadol 50mg,Paracetamol/Acetaminophen 500mg"
source_2-39811,Dolowin Tablet,source_2,True,60.0,49.2,micro labs ltd,,,Aceclofenac 100mg
source_6-76059,Dolowin Tc 4 Strip Of 10 Tablets,source_6,True,162.0,162.0,micro labs,10 Tablet(s) in Strip,STRIP,Aceclofenac(100.0 Mg) + Thiocolchicoside(4.0 Mg)
source_2-39812,Dolowin TC 4 Tablet,source_2,True,162.0,132.84,micro labs ltd,,,"Aceclofenac 100mg,Thiocolchicoside 4mg"
source_1-65313,Dolowin TC 4 Tablet 10's,source_1,True,192.0,169.0,micro labs ltd,10,Strip | Tablet,ACECLOFENAC-100MG + THIOCOLCHICOSIDE-4MG
source_6-76060,Dolowin Tc 8mg Strip Of 10 Tablets,source_6,True,260.0,260.0,micro labs,10 Tablet(s) in Strip,STRIP,Aceclofenac(100.0 Mg) + Thiocolchicoside(8.0 Mg)
source_7-90674,Dolowin TC 8 Tablet,source_7,True,260.0,255.0,micro labs ltd,10.0 tablets in 1 strip,,Aceclofenac (100mg) + Thiocolchicoside (8mg)
source_1-65314,Dolowin TC 8 Tablet 10's,source_1,True,284.0,249.9,micro labs ltd,10,Strip | Tablet,ACECLOFENAC-100MG + THIOCOLCHICOSIDE-8MG
source_7-90675,Dolowind AQ Injection,source_7,True,15.0,14.5,glanwind healthcare,1.0 ml in 1 ampoule,,Diclofenac (75mg)
source_7-90676,Dolox 20mg Tablet DT,source_7,True,39.0,37.8,aronex life sciences pvt ltd,10.0 tablet dt in 1 strip,,Piroxicam (20mg)
source_7-90677,Dolox 40mg Injection,source_7,True,,,aronex life sciences pvt ltd,,,Piroxicam (40mg)
source_6-76062,Dolox Dt 20mg Tablets,source_6,True,39.0,34.32,aronex life sciences pvt ltd,10 Tablet(s) in Strip,STRIP,Piroxicam(20.0 Mg)
source_7-90678,Doloxer 650mg Tablet,source_7,False,,26.9,alisier drugs pvt ltd,15.0 tablets in 1 strip,,Paracetamol (650mg)
source_6-76063,Doloxia 90mg Strip Of 10 Tablets,source_6,True,99.0,87.12,dolopharma healthcare,10 Tablet(s) in Strip,STRIP,Etoricoxib(90.0 Mg)
source_1-65316,Doloxicam 20Mg/2Ml Inj,source_1,True,241.0,212.1,troikaa laboratories,2,Ampoule | Injection,PIROXICAM-20MG
source_1-65317,Doloxicam 20mg Dt Tablet 15's,source_1,True,216.5,190.5,triokaa pharmaceuticals ltd,15,Strip | Tablet,PIROXICAM-20MG
source_6-76064,Doloxicam Ampoule Of 2ml Injection,source_6,True,53.08,46.71,troikaa pharmaceuticals ltd,2ml Injection in Ampoule,AMPOULE,Piroxicam(40.0 Mg)
source_3-2163,DOLOXICAM DT 20MG TAB 1X15,source_3,True,216.59,184.1,troikaa pharmaceuticals ltd,15,Strip TABLET,PIROXICAM 20 MG
source_6-76065,Doloxicam Dt Strip Of 15 Tablets,source_6,True,179.0,157.52,troikaa pharmaceuticals ltd,15 Tablet(s) in Strip,STRIP,Piroxicam(20.0 Mg)
source_7-90679,Doloxicam DT Tablet,source_7,True,216.59,194.4,troikaa pharmaceuticals ltd,15.0 tablet dt in 1 strip,,Piroxicam (20mg)
source_7-90680,Doloxicam Injection,source_7,True,43.88,42.5,troikaa pharmaceuticals ltd,2.0 ml in 1 ampoule,,Piroxicam (40mg)
source_1-65318,Doloxicam Injection 5 x 2 ml,source_1,True,265.0,233.2,troikaa pharmaceuticals ltd,5 x 2,Packet | Injection,PIROXICAM-20MG
source_7-90681,Doloxicam Tablet,source_7,True,,196.9,troikaa pharmaceuticals ltd,15.0 tablets in 1 strip,,Piroxicam (NA)
source_7-90682,Doloxy-CV 1.2gm Injection,source_7,True,,,dolvis bio pharma pvt ltd,,,Amoxycillin (1000mg) + Clavulanic Acid (200mg)
source_1-65319,Doloxy-CV 375 mg Tablet 6's,source_1,True,138.0,121.44,dolvis bio pharma pvt ltd,6,Strip | Tablet,AMOXYCILLIN-250MG + CLAVULANIC ACID-125MG
source_7-90683,Doloxy-CV 375 Tablet,source_7,True,95.0,92.1,dolvis bio pharma pvt ltd,6.0 tablets in 1 strip,,Amoxycillin (250mg) + Clavulanic Acid (125mg)
source_6-76066,Doloxy-Cv 500/125 Mg Tablet 6,source_6,True,95.0,83.6,dolvis biopharma,6 Tablet(s) in Strip,STRIP,Amoxicillin(500.0 Mg) + Clavulanate(125.0 Mg)
source_7-90684,Doloxy-CV Dry Syrup,source_7,True,,,dolvis bio pharma pvt ltd,,,Amoxycillin (200mg) + Clavulanic Acid (28.5mg)
source_1-65320,Doloxy-CV Forte Dry Syrup,source_1,True,129.0,113.52,dolvis bio pharma pvt ltd,30,Bottle | Syrup,AMOXYCILLIN-400MG + CLAVULANIC ACID-57MG
source_7-90686,Doloxy-CV LB Tablet,source_7,True,156.0,135.9,dolvis bio pharma pvt ltd,6.0 tablets in 1 strip,,Amoxycillin (500mg) + Clavulanic Acid (125mg) + Lactobacillus (60Million spores)
source_7-90687,Doloxy CV Oral Drops,source_7,True,55.0,53.3,dolvis bio pharma pvt ltd,10.0 ml in 1 bottle,,Amoxycillin (80mg) + Clavulanic Acid (11.4mg)
source_7-90688,Dolozak Tablet,source_7,True,36.0,31.41,zetek pharmaceuticals pvt ltd,10.0 tablets in 1 strip,,Chlorzoxazone (250mg) + Diclofenac (50mg) + Paracetamol (325mg)
source_6-76067,Dolozap 100/325mg Strip Of 10 Tablets,source_6,True,48.0,42.24,stable pharma,10 Tablet(s) in Strip,STRIP,Aceclofenac(100.0 Mg) + Paracetamol / Acetaminophen(325.0 Mg)
source_7-90689,Dolozap 100mg/325mg Tablet,source_7,True,45.0,39.24,stable pharma,10.0 tablets in 1 strip,,Aceclofenac (100mg) + Paracetamol (325mg)
source_6-76068,Dolozap Gel 30 Gm,source_6,False,77.0,67.76,stable pharma,30g Gel in Tube,TUBE,Diclofenac(1.16 %W/W) + Linseed Oil(3.0 %W/W) + Menthol(5.0 %W/W) + Methyl Salicylate(10.0 %W/W)
source_6-76069,Dolozap Mr 4 Mg Tablet 10,source_6,True,160.0,140.8,stable pharma,10 Tablet(s) in Strip,STRIP,Aceclofenac(100.0 Mg) + Thiocolchicoside(4.0 Mg)
source_2-39818,Dolozed 50mg/325mg Tablet,source_2,True,19.9,16.32,zed pharmaceuticals,,,"Diclofenac 50mg,Paracetamol/Acetaminophen 325mg"
source_2-39819,Dolozed MR 250mg/50mg/325mg Tablet,source_2,True,34.9,28.62,zed pharmaceuticals,,,"Chlorzoxazone 250mg,Diclofenac 50mg,Paracetamol/Ac"
source_7-90690,Dolozed MR Tablet,source_7,True,34.9,33.8,zed pharmaceuticals,10.0 tablets in 1 strip,,Chlorzoxazone (250mg) + Diclofenac (50mg) + Paracetamol (325mg)
source_7-90691,Dolozed Tablet,source_7,True,19.9,19.3,zed pharmaceuticals,10.0 tablets in 1 strip,,Diclofenac (50mg) + Paracetamol (325mg)
source_2-39820,Dolozen 10mg Tablet,source_2,True,56.58,46.4,litaka pharmaceuticals ltd,,,Serratiopeptidase 10mg
source_7-90693,Dolozen D 50 mg/10 mg Tablet,source_7,True,61.37,53.55,litaka pharmaceuticals ltd,10.0 tablets in 1 strip,,Diclofenac (50mg) + Serratiopeptidase (10mg)
source_2-39822,Dolozen Forte 10mg Tablet,source_2,True,56.42,46.26,litaka pharmaceuticals ltd,,,Serratiopeptidase 10mg
source_2-39823,Dolozer 75mg Injection,source_2,True,14.0,11.48,zerdia healthcare pvt ltd,,,Diclofenac 75mg
source_7-90696,Dolozer MR Tablet,source_7,True,60.0,52.38,zerdia healthcare pvt ltd,10.0 tablets in 1 strip,,Chlorzoxazone (250mg) + Diclofenac (50mg) + Paracetamol (325mg)
source_2-39825,Dolozer SP 50mg/325mg/15mg Tablet,source_2,True,65.0,53.3,zerdia healthcare pvt ltd,,,"Diclofenac 50mg,Paracetamol/Acetaminophen 325mg,Se"
source_1-65322,Dolozest MR 250mg/50mg/325mg Tablet,source_1,True,55.0,48.4,aerozest life science,10,Strip | Tablet,
source_7-90699,Dolozest P 100mg/325mg Tablet,source_7,True,47.2,45.8,scieniq healthcare pvt ltd,10.0 tablets in 1 strip,,Aceclofenac (100mg) + Paracetamol (325mg)
source_7-90700,Dolozest SP 100mg/325mg/15mg Tablet,source_7,True,78.6,76.2,scieniq healthcare pvt ltd,10.0 tablets in 1 strip,,Aceclofenac (100mg) + Paracetamol (325mg) + Serratiopeptidase (15mg)
source_7-90701,Dolozest SP 50mg/325mg/15mg Tablet,source_7,True,66.0,64.0,aerozest life science,10.0 tablets in 1 strip,,Diclofenac (50mg) + Paracetamol (325mg) + Serratiopeptidase (15mg)
source_7-90702,Dolozid 75mg Injection,source_7,True,18.0,17.5,next wave india,1.0 ml in 1 ampoule,,Diclofenac (75mg)
source_2-39826,Dolozin 50 mg/2 mg Tablet,source_2,True,53.32,43.72,profess health products pvt ltd,,,"Diclofenac 50mg,Tizanidine 2mg"
source_7-90704,Dolozit 20mg Injection,source_7,True,25.0,24.2,zither pharmaceutical pvt ltd,2.0 ml in 1 vial,,Piroxicam (20mg)
source_6-76070,Dolozox Mr Neo Strip Of 1o Tablets,source_6,True,65.8,55.93,micro labs,10 Tablet(s) in Strip,STRIP,Diclofenac Sodium(50.0 Mg) + Chlorzoxazone(250.0 Mg) + Paracetamol / Acetaminophen(325.0 Mg)
source_1-65326,Dolozox-MR Neo Tablet 10's,source_1,True,65.5,57.64,micro labs ltd,10,Strip | Tablet,CHLORZOXAZONE-250MG + DICLOFENAC-50MG + PARACETAMOL-325MG
source_6-76071,Dolozox Mr Strip Of 10 Tablets,source_6,True,65.8,55.93,micro labs,10 Tablet(s) in Strip,STRIP,Diclofenac(50.0 Mg) + Chlorzoxazone(250.0 Mg) + Paracetamol / Acetaminophen(325.0 Mg)
source_1-65327,Dolozox-MR Tablet 10's,source_1,True,64.0,56.3,micro labs ltd,10,Strip | Tablet,CHLORZOXAZONE-250MG + DICLOFENAC-50MG + PARACETAMOL-325MG
source_6-76072,Dolozox Strip Of 10 Tablets,source_6,True,65.35,55.55,micro labs,10 Tablet(s) in Strip,STRIP,Diclofenac(50.0 Mg) + Chlorzoxazone(250.0 Mg) + Paracetamol / Acetaminophen(325.0 Mg)
source_2-39827,Dolozox Tablet,source_2,True,58.8,48.22,micro labs ltd,,,"Chlorzoxazone 250mg,Diclofenac 50mg,Paracetamol/Ac"
source_1-65328,Dolozox Tablet 10's,source_1,True,79.5,70.0,micro labs ltd,10,Strip | Tablet,CHLORZOXAZONE-250MG + DICLOFENAC-50MG + PARACETAMOL-325MG
source_6-197633,Paracip 100 Mg Tablet 10,source_6,False,76.92,67.69,cipla health ltd,10 Tablet(s) in Strip,STRIP,Paracetamol / Acetaminophen(100.0 Mg)
source_7-232474,Paracip 1000mg Injection,source_7,True,,7.0,cipla ltd,2.0 ml in 1 vial,,Paracetamol (1000mg)
source_7-232475,Paracip 125mg Suspension,source_7,False,,22.5,cipla ltd,60.0 ml in 1 bottle,,Paracetamol (125mg)
source_3-6189,PARACIP 125MG SYP 60ML,source_3,False,24.86,23.62,cipla pharmaceutical company ltd,60,Bottle,PARACETAMOL/ACETAMINOPHEN 125 MG /5 ML
source_6-197634,Paracip 125mg Syrup 60ml,source_6,False,24.92,22.18,cipla health ltd,60ml Syrup in Bottle,BOTTLE,Paracetamol / Acetaminophen(125.0 Mg/5ml)
source_6-197635,Paracip 150 Mg Injection 2 Ml,source_6,True,6.0,5.28,cipla health ltd,2ml Injection in Bottle,BOTTLE,Paracetamol / Acetaminophen(150.0 Mg)
source_6-197636,Paracip 150 Mg Injection 30 Ml,source_6,True,421.68,358.43,cipla health ltd,10 Injection(s) in Injection,INJECTION,Paracetamol
source_6-197637,Paracip 250mg Suspension 60ml,source_6,False,45.02,29.26,cipla health ltd,60ml Suspension in Bottle,BOTTLE,Paracetamol / Acetaminophen(250.0 Mg/5ml)
source_3-6190,PARACIP 250MG SYP 60ML,source_3,False,45.02,42.77,cipla pharmaceutical company ltd,60,Bottle SYRUP,PARACETAMOL/ACETAMINOPHEN 250 MG /5ML
source_6-197638,Paracip 500mg Strip Of 10 Tablets,source_6,False,9.96,8.47,cipla health ltd,10 Tablet(s) in Strip,STRIP,Paracetamol / Acetaminophen(500.0 Mg)
source_6-197639,Paracip 500mg Strip Of 15 Tablets,source_6,False,9.96,8.47,cipla health ltd,15 Tablet(s) in Strip,STRIP,Paracetamol / Acetaminophen(500.0 Mg)
source_2-96309,Paracip-500 Tablet,source_2,True,11.0,9.02,cipla,,,Paracetamol 500mg
source_7-232476,Paracip 500 Tablet,source_7,False,9.96,8.73,cipla ltd,10.0 tablets in 1 strip,,Paracetamol (500mg)
source_6-197640,Paracip 650mg Strip Of 10 Tablets,source_6,False,22.51,19.13,cipla health ltd,10 Tablet(s) in Strip,STRIP,Paracetamol / Acetaminophen(650.0 Mg)
source_3-6191,PARACIP 650MG TAB 1X10,source_3,False,22.4,21.28,cipla pharmaceutical company ltd,10,Strip TABLET,PARACETAMOL/ACETAMINOPHEN 650 MG
source_7-232477,Paracip 650mg Tablet,source_7,False,,22.51,salud care india pvt ltd,10.0 tablets in 1 strip,,Paracetamol (650mg)
source_2-96310,Paracip-650 Tablet,source_2,False,22.51,18.46,cipla ltd,,,Paracetamol 650mg
source_1-158205,Paracip-650 Tablet 10's,source_1,False,22.5,19.8,cipla ltd,10,Strip | Tablet,PARACETAMOL-650MG
source_2-96311,Paracip CPM 5 mg/500 mg Tablet,source_2,True,6.28,5.15,cipla ltd,,,"Chlorpheniramine Maleate 5mg,Paracetamol/Acetamino"
source_6-197641,Paracip Cpm Tablets,source_6,True,6.28,5.53,cipla health ltd,10 Tablet(s) in Strip,STRIP,Chlorpheniramine / Chlorphenamine(5.0 Mg) + Paracetamol / Acetaminophen(500.0 Mg)
source_2-96312,Paracip Drops,source_2,True,29.8,24.44,cipla ltd,,,Paracetamol/Acetaminophen 150mg
source_1-158206,Paracip Drops 15 ml,source_1,True,37.0,32.6,cipla ltd,15,Bottle | Drops,PARACETAMOL-150MG
source_2-96313,Paracip Infusion,source_2,True,421.68,345.78,cipla ltd,,,Paracetamol/Acetaminophen 1000mg
source_6-197643,Paracip Injection 100ml,source_6,True,510.22,433.69,cipla health ltd,100ml Infusion in Bottle,BOTTLE,Paracetamol / Acetaminophen(1000.0 Mg)
source_1-158207,Paracip Injection 100 ml,source_1,True,617.0,543.0,cipla ltd,100,Vial | Injection,PARACETAMOL-1000MG
source_6-197644,Paracip Injection 2ml,source_6,True,288.5,253.88,cipla health ltd,2ml Injection in Ampoule,AMPOULE,Paracetamol / Acetaminophen(1000.0 Mg)
source_6-197645,Paracip Plus Tablets,source_6,True,14.0,12.32,cipla health ltd,10 Tablet(s) in Strip,STRIP,Diclofenac Potassium + Paracetamol
source_2-96314,Paracip Suspension,source_2,True,39.62,32.49,cipla ltd,,,Paracetamol/Acetaminophen 250mg/5ml
source_1-158208,Paracip Suspension 60 ml,source_1,False,45.0,39.6,cipla ltd,60,Bottle | Suspension,PARACETAMOL-250MG
source_7-232481,Paracip Suspension 60ml for Fever & Pain Management,source_7,False,45.02,27.9,cipla ltd,60.0 ml in 1 bottle,,Paracetamol (250mg/5ml)
source_2-96315,Paracip Syrup,source_2,True,38.0,31.16,cipla ltd,,,Paracetamol/Acetaminophen 125mg/5ml
source_1-158209,Paracip Syrup 60 ml,source_1,False,24.5,21.6,cipla ltd,60,Bottle | Syrup,PARACETAMOL-125MG
source_2-96316,PARACIP TABLET,source_2,True,10.2,8.36,cipla ltd,,,Paracetamol/Acetaminophen 500mg
source_6-280441,Zerodol 100mg Strip Of 10 Tablets,source_6,True,59.3,52.18,ipca laboratories,10 Tablet(s) in Strip,STRIP,Aceclofenac(100.0 Mg)
source_5-47170,Zerodol 100mg Tablet 10'S,source_5,True,59.3,48.63,ipca laboratories ltd,10 Tablet(s) in a Strip,STRIP,Aceclofenac 100 mg
source_1-225416,Zerodol 100 Tablet 10's,source_1,True,59.0,51.9,ipca laboratories ltd,10,Strip | Tablet,ACECLOFENAC-100MG
source_2-136305,Zerodol 150mg Injection,source_2,True,19.8,16.24,ipca laboratories ltd,,,Aceclofenac 150mg
source_1-225417,Zerodol 150 mg Injection 1 ml,source_1,True,119.0,104.72,ipca laboratories ltd,1,Vial | Injection,ACECLOFENAC-150MG
source_6-280442,Zerodol Ampoule Of 1ml Injection,source_6,True,19.8,19.8,ipca laboratories,1ml Injection in Ampoule,AMPOULE,Aceclofenac(150.0 Mg/Ml)
source_6-280443,Zerodol Cr 200mg Strip Of 10 Tablets,source_6,True,100.7,88.62,ipca laboratories,10 Tablet(s) in Strip,STRIP,Aceclofenac(200.0 Mg)
source_5-47171,Zerodol CR 200mg Tablet 10'S,source_5,True,100.7,82.57,ipca laboratories ltd,10 Tablet(s) in a Strip,STRIP,Aceclofenac 200 mg
source_3-9076,ZERODOL CR TAB 1X10,source_3,True,100.7,85.6,ipca laboratories ltd,10,Strip TABLET,ACECLOFENAC 200 MG SUSTAINED RELEASE
source_7-334745,Zerodol -CR Tablet,source_7,True,100.7,86.4,ipca laboratories ltd,10.0 tablet cr in 1 strip,,Aceclofenac (200mg)
source_1-225418,Zerodol CR Tablet 10's,source_1,True,100.5,88.4,ipca laboratories ltd,10,Strip | Tablet,ACECLOFENAC-200MG
source_2-136307,Zerodol Gel,source_2,True,151.0,123.82,ipca laboratories ltd,,,Aceclofenac NA
source_1-225419,Zerodol Gel 30Gm,source_1,True,151.0,132.9,visco,30,Tube | Gel,ACECLOFENAC-1.5%W/W + LINSEED OIL-3%W/W + MENTHOL-1.25%W/W + METHYL SALICYLATE-2.5%W/W
source_5-47172,Zerodol Gel 30gm,source_5,False,151.0,123.82,ipca laboratories ltd,30GM,TUBE,Aceclofenac 1.5 %+Linseed Oil 3 %+Menthol 5 %+Methyl Salicylate 10 %
source_6-280445,Zerodol Mr Strip Of 10 Tablets,source_6,True,119.05,104.76,ipca laboratories,10 Tablet(s) in Strip,STRIP,Aceclofenac(100.0 Mg) + Tizanidine(2.0 Mg)
source_3-9077,ZERODOL MR TAB 1X10,source_3,True,119.05,101.19,ipca laboratories ltd,10,Strip TABLET,ACECLOFENAC 100 MG + TIZANIDINE 2 MG
source_2-136308,Zerodol-MR Tablet,source_2,True,119.05,97.62,ipca laboratories ltd,,,"Aceclofenac 100mg, Tizanidine 2mg"
source_1-225420,Zerodol-MR Tablet 10's,source_1,True,119.0,104.7,ipca laboratories ltd,10,Strip | Tablet,ACECLOFENAC-100MG + TIZANIDINE-2MG
source_5-47173,Zerodol MR Tablet 10'S,source_5,True,119.05,97.62,ipca laboratories ltd,10 Tablet(s) in a Strip,STRIP,Aceclofenac 100 mg+Tizanidine 2 mg
source_7-334747,Zerodol P 100mg/500mg Tablet,source_7,True,249.18,242.0,ipca laboratories ltd,10.0 tablets in 1 strip,,Aceclofenac (100mg) + Paracetamol (500mg)
source_6-280446,Zerodol P Strip Of 10 Tablets,source_6,True,73.0,67.89,ipca laboratories,10 Tablet(s) in Strip,STRIP,Aceclofenac(100.0 Mg) + Paracetamol / Acetaminophen(325.0 Mg)
source_3-9078,ZERODOL P TAB 1X10,source_3,True,73.0,62.05,ipca laboratories ltd,10,Strip,ACECLOFENAC 100 MG+PARACETAMOL/ACETAMINOPHEN 325 MG
source_2-136309,Zerodol-P Tablet,source_2,True,73.0,59.86,ipca laboratories ltd,,,"Paracetamol 325mg, Aceclofenac 100mg"
source_7-334748,Zerodol P Tablet,source_7,True,73.0,63.0,ipca laboratories ltd,10.0 tablets in 1 strip,,Aceclofenac (100mg) + Paracetamol (325mg)
source_5-47174,Zerodol P Tablet 10'S,source_5,True,73.0,59.86,ipca laboratories ltd,10 Tablet(s) in a Strip,STRIP,Aceclofenac 100 mg+Paracetamol 325 mg
source_1-225421,Zerodol-P Tablet 10's,source_1,True,73.0,64.2,ipca laboratories ltd,10,Strip | Tablet,ACECLOFENAC-100MG + PARACETAMOL-325MG
source_1-225422,ZERODOL PG 200/150MG TABLET,source_1,True,60.0,52.8,ipca laboratories ltd,10,Strip | Tablet,ACECLOFENAC-200MG + PREGABALIN-150MG
source_7-334749,Zerodol-PG 200/150 Tablet SR,source_7,True,214.5,208.0,ipca laboratories ltd,10.0 tablet sr in 1 strip,,Aceclofenac (200mg) + Pregabalin (150mg)
source_6-280447,Zerodol Pg 200/75mg Strip Of 10 Tablets,source_6,True,233.1,205.13,ipca laboratories,10 Tablet(s) in Strip,STRIP,Aceclofenac(200.0 Mg) + Pregabalin(75.0 Mg)
source_1-225423,ZERODOL PG 200/75MG TABLET,source_1,True,233.0,205.0,ipca laboratories ltd,10,Strip | Tablet,ACECLOFENAC-200MG + PREGABALIN-75MG
source_5-47175,Zerodol PG 200/75 Tablet 10'S,source_5,True,233.1,191.14,ipca laboratories ltd,10 Tablet(s) in a Strip,STRIP,Aceclofenac 200 mg+Pregabalin 75 mg
source_7-334750,Zerodol-PG 200/75 Tablet SR,source_7,True,233.1,201.6,ipca laboratories ltd,10.0 tablet sr in 1 strip,,Aceclofenac (200mg) + Pregabalin (75mg)
source_6-280448,Zerodol Pg Tablet,source_6,True,214.5,214.5,ipca laboratories,10 Tablet(s) in Strip,STRIP,Pregabalin(150.0 Mg) + Aceclofenac(200.0 Mg)
source_7-334751,Zerodol PT Tablet,source_7,True,,,ipca laboratories ltd,,,Aceclofenac (100mg) + Paracetamol (325mg) + Tramadol (37.5mg)
source_6-280449,Zerodol Pt Tablet,source_6,True,100.37,100.37,ipca laboratories,10 Tablet(s) in Strip,STRIP,Aceclofenac(100.0 Mg) + Tramadol(37.5 Mg) + Paracetamol / Acetaminophen(325.0 Mg)
source_1-225424,Zerodol PT Tablet 10's,source_1,True,162.5,143.0,ipca laboratories ltd,10,Strip | Tablet,ACECLOFENAC-100MG + PARACETAMOL-325MG + TRAMADOL-37.5MG
source_6-280450,Zerodol S 100/15 Mg Tablet 10,source_6,True,125.65,125.65,ipca laboratories,10 Tablet(s) in Strip,STRIP,Aceclofenac(100.0 Mg) + Serratiopeptidase(15.0 Mg)
source_3-9079,ZERODOL S TAB 1X10,source_3,True,103.95,88.36,ipca laboratories ltd,10,Strip TABLET,ACECLOFENAC 100 MG + SERRATIOPEPTIDASE 15 MG
source_2-136313,Zerodol-S Tablet,source_2,True,103.95,85.24,ipca laboratories ltd,,,"Aceclofenac 100mg,Serratiopeptidase 15mg"
source_1-225425,Zerodol S Tablet 10's,source_1,True,114.0,100.3,ipca laboratories ltd,10,Strip | Tablet,ACECLOFENAC-100MG + SERRATIOPEPTIDASE-15MG
source_5-47176,Zerodol S Tablet 10'S,source_5,True,114.3,80.01,ipca laboratories ltd,10 Tablet(s) in a Strip,STRIP,Aceclofenac 100 mg+Serratiopeptidase 15 mg
source_6-280451,Zerodol Sp Strip Of 10 Tablets,source_6,True,130.1,114.49,ipca laboratories,10 Tablet(s) in Strip,STRIP,Aceclofenac(100.0 Mg) + Serratiopeptidase(15.0 Mg) + Paracetamol / Acetaminophen(325.0 Mg)
source_3-9080,ZERODOL SP TAB 1X10,source_3,True,130.1,110.59,ipca laboratories ltd,10,Strip,ACECLOFENAC 100 MG+PARACETAMOL/ACETAMINOPHEN 325 MG+SERRATIOPEPTIDASE 15 MG
source_7-334753,Zerodol-SP Tablet,source_7,True,130.1,112.5,ipca laboratories ltd,10.0 tablets in 1 strip,,Aceclofenac (100mg) + Paracetamol (325mg) + Serratiopeptidase (15mg)
source_5-47177,Zerodol SP Tablet 10'S,source_5,True,130.1,106.68,ipca laboratories ltd,10 Tablet(s) in a Strip,STRIP,Aceclofenac 100 mg+Paracetamol 325 mg+Serratiopeptidase 15 mg
source_1-225426,Zerodol-SP Tablet 10's,source_1,True,130.0,114.4,ipca laboratories ltd,10,Strip | Tablet,ACECLOFENAC-100MG + PARACETAMOL-325MG + SERRATIOPEPTIDASE-15MG
source_2-136315,ZERODOL SPAS 10'S TAB,source_2,True,131.6,107.91,ipca laboratories ltd,,,
source_6-280452,Zerodol Spas Strip Of 10 Tablets,source_6,True,159.1,140.01,ipca laboratories,10 Tablet(s) in Strip,STRIP,Drotaverine(80.0 Mg) + Aceclofenac(100.0 Mg)
source_3-9081,ZERODOL SPAS TAB 1X10,source_3,True,159.1,135.24,ipca laboratories ltd,10,Strip TABLET,ACECLOFENAC 100 MG + DROTAVERINE 80 MG
source_7-334754,Zerodol Spas Tablet,source_7,True,159.1,138.6,ipca laboratories ltd,10.0 tablets in 1 strip,,Drotaverine (80mg) + Aceclofenac (100mg)
